row_index,a,op,b,c,prompt,freq_a,freq_b,freq_c,freq_prompt,log_freq_a,log_freq_b,log_freq_c,log_freq_prompt,target,pred,gen_suffix,is_correct,model,model_acc_overall
79041937,64,*,68,4352,64 * 68 =,840,96,3,1,2.924795995797912,1.9867717342662448,0.6020599913279624,0.3010299956639812,4352,0.0,"	0x00, 0x00",False,EleutherAI/pythia-160m-deduped,0.0067
99226260,15,+,78,93,15 + 78 =,1727,92,59,1,3.2375437381428744,1.968482948553935,1.7781512503836436,0.3010299956639812,93,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
122049617,80,-,14,66,80 - 14 =,500,1127,183,2,2.699837725867246,3.0523090996473234,2.2648178230095364,0.47712125471966244,66,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
122062470,22,+,19,41,22 + 19 =,541,621,183,2,2.733999286538387,2.7937903846908188,2.2648178230095364,0.47712125471966244,41,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
118797247,-54,+,65,11,-54 + 65 =,19,210,2056,1,1.3010299956639813,2.3242824552976926,3.313234291694724,0.3010299956639812,11,-1.0,"
-1, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
133120195,6,-,12,-6,6 - 12 =,6247,2917,470,12,3.7957410208692437,3.4650852875574327,2.673020907128896,1.1139433523068367,-6,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
122058081,-15,+,20,5,-15 + 20 =,107,2293,8658,4,2.03342375548695,3.360593413565249,3.9374677396433775,0.6989700043360189,5,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
76239018,93,+,5,98,93 + 5 =,63,10853,106,1,1.806179973983887,4.035589817243458,2.0293837776852097,0.3010299956639812,98,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
71706940,149,-,149,0,149 - 149 =,32,19,12269,1,1.5185139398778875,1.3010299956639813,4.0888445627270045,0.3010299956639812,0,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
25968829,75,+,46,121,75 + 46 =,242,150,126,1,2.385606273598312,2.1789769472931693,2.103803720955957,0.3010299956639812,121,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
20044316,260,/,20,13,260 / 20 =,53,2293,1467,1,1.7323937598229686,3.360593413565249,3.166726055580052,0.3010299956639812,13,,"
$

A:

",False,EleutherAI/pythia-160m-deduped,0.0067
106152287,-36,+,28,-8,-36 + 28 =,28,583,288,1,1.462397997898956,2.7664128471123997,2.4608978427565478,0.3010299956639812,-8,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
51827625,39,-,10,29,39 - 10 =,254,4789,299,1,2.406540180433955,3.680335513414563,2.4771212547196626,0.3010299956639812,29,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
25078953,4200,+,9000,13200,4200 + 9000 =,24,19,6,1,1.3979400086720377,1.3010299956639813,0.8450980400142568,0.3010299956639812,13200,2.0,"
2, -0.1,",False,EleutherAI/pythia-160m-deduped,0.0067
6907966,480,+,950,1430,480 + 950 =,109,9,4,1,2.041392685158225,1.0,0.6989700043360189,0.3010299956639812,1430,,"
#define _STACK_SIZE",False,EleutherAI/pythia-160m-deduped,0.0067
29976634,5042631,-,216,5042415,5042631 - 216 =,172,39,1,1,2.2380461031287955,1.6020599913279625,0.3010299956639812,0.3010299956639812,5042415,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
109707614,28,+,44,72,28 + 44 =,681,173,576,1,2.833784374656479,2.2405492482825995,2.7611758131557314,0.3010299956639812,72,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
32340736,258000,+,26250,284250,258000 + 26250 =,1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,284250,0.0,"
-0.0000001
-",False,EleutherAI/pythia-160m-deduped,0.0067
28856210,1441792,+,786432,2228224,1441792 + 786432 =,7,3,1,1,0.9030899869919435,0.6020599913279624,0.3010299956639812,0.3010299956639812,2228224,0.0,"
-0.0000001
-",False,EleutherAI/pythia-160m-deduped,0.0067
87470659,49,*,95,4655,49 * 95 =,330,81,1,1,2.519827993775719,1.9138138523837167,0.3010299956639812,0.3010299956639812,4655,,"
* * * * * * *",False,EleutherAI/pythia-160m-deduped,0.0067
97196371,-4,-,0,-4,-4 - 0 =,953,8250,2724,2,2.979548374704095,3.9165065871151556,3.4353665066126613,0.47712125471966244,-4,0.0,"
-0.1, -0",False,EleutherAI/pythia-160m-deduped,0.0067
36723539,8,*,210,1680,8 * 210 =,5236,55,21,1,3.719082573901486,1.7481880270062005,1.3424226808222062,0.3010299956639812,1680,,"
	* 210 = 	*",False,EleutherAI/pythia-160m-deduped,0.0067
88765808,86,-,96,-10,86 - 96 =,64,171,251,2,1.8129133566428555,2.2355284469075487,2.401400540781544,0.47712125471966244,-10,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
132336955,825,+,325,1150,825 + 325 =,3,11,14,1,0.6020599913279624,1.0791812460476249,1.1760912590556813,0.3010299956639812,1150,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
105103377,149,+,37,186,149 + 37 =,32,209,30,1,1.5185139398778875,2.322219294733919,1.4913616938342726,0.3010299956639812,186,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
88032552,8192,/,256,32,8192 / 256 =,44,337,1106,3,1.6532125137753437,2.5289167002776547,3.044147620878723,0.6020599913279624,32,,"
#define _X86_M",False,EleutherAI/pythia-160m-deduped,0.0067
32737315,106276,+,121,106397,106276 + 121 =,1,44,1,1,0.3010299956639812,1.6532125137753437,0.3010299956639812,0.3010299956639812,106397,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
110245862,-13,+,19,6,-13 + 19 =,103,621,6580,3,2.0170333392987803,2.7937903846908188,3.818291890799996,0.6020599913279624,6,-1.0,"
-1, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
105370995,55,+,40,95,55 + 40 =,242,888,141,5,2.385606273598312,2.9489017609702137,2.1522883443830563,0.7781512503836436,95,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
79753815,1900,+,128,2028,1900 + 128 =,25,293,9,1,1.414973347970818,2.4683473304121573,1.0,0.3010299956639812,2028,2.0,"
2*g - 2*c",False,EleutherAI/pythia-160m-deduped,0.0067
127673080,862,-,120,742,862 - 120 =,2,277,5,1,0.47712125471966244,2.444044795918076,0.7781512503836436,0.3010299956639812,742,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
85791827,7000,*,20,140000,7000 * 20 =,23,2293,1,1,1.380211241711606,3.360593413565249,0.3010299956639812,0.3010299956639812,140000,1.0,"001.9, * 20 = ",False,EleutherAI/pythia-160m-deduped,0.0067
107215624,16,+,20,36,16 + 20 =,2175,2293,1048,13,3.3376588910261424,3.360593413565249,3.020775488193558,1.146128035678238,36,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
99795968,-1,+,1225,1224,-1 + 1225 =,2201,5,8,1,3.342817314635733,0.7781512503836436,0.9542425094393249,0.3010299956639812,1224,-1.0,"
-1, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
52021325,-158,+,154,-4,-158 + 154 =,3,28,2724,1,0.6020599913279624,1.462397997898956,3.4353665066126613,0.3010299956639812,-4,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
90563436,5000,*,320,1600000,5000 * 320 =,122,38,3,1,2.089905111439398,1.591064607026499,0.6020599913279624,0.3010299956639812,1600000,,"
	""0x0a""",False,EleutherAI/pythia-160m-deduped,0.0067
35550153,76,+,1,77,76 + 1 =,94,28252,179,3,1.9777236052888478,4.4510645694747835,2.255272505103306,0.6020599913279624,77,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
112317256,2309,+,1211,3520,2309 + 1211 =,1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,3520,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
81775769,14,-,148,-134,14 - 148 =,1160,25,1,1,3.064832219738574,1.414973347970818,0.3010299956639812,0.3010299956639812,-134,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
50459527,1560,/,24,65,1560 / 24 =,5,1119,251,1,0.7781512503836436,3.0492180226701815,2.401400540781544,0.3010299956639812,65,,"
$

A:

",False,EleutherAI/pythia-160m-deduped,0.0067
32571109,40,*,48000,1920000,40 * 48000 =,889,4,4,1,2.949390006644913,0.6989700043360189,0.6989700043360189,0.3010299956639812,1920000,0.0,"
	0x00, 0x",False,EleutherAI/pythia-160m-deduped,0.0067
118140281,625000,/,100,6250,625000 / 100 =,1,1776,9,1,0.3010299956639812,3.2496874278053016,1.0,0.3010299956639812,6250,,"
$

A:

",False,EleutherAI/pythia-160m-deduped,0.0067
92857993,91607,+,32,91639,91607 + 32 =,1,1055,1,1,0.3010299956639812,3.0236639181977933,0.3010299956639812,0.3010299956639812,91639,0.0,"
-0.00
Let s",False,EleutherAI/pythia-160m-deduped,0.0067
129986423,2104,/,4,526,2104 / 4 =,4,14623,3,1,0.6989700043360189,4.165066178389756,0.6020599913279624,0.3010299956639812,526,,"
$

A:

",False,EleutherAI/pythia-160m-deduped,0.0067
85198228,300,*,426,127800,300 * 426 =,449,4,1,1,2.6532125137753435,0.6989700043360189,0.3010299956639812,0.3010299956639812,127800,,"
* 426 * 426 = 
",False,EleutherAI/pythia-160m-deduped,0.0067
69989674,0,+,179,179,0 + 179 =,9343,21,22,2,3.9705328297683242,1.3424226808222062,1.3617278360175928,0.47712125471966244,179,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
59913032,55,-,3,52,55 - 3 =,242,18022,238,2,2.385606273598312,4.2558270827032345,2.3783979009481375,0.47712125471966244,52,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
120252415,4200,+,9,4209,4200 + 9 =,24,3785,2,1,1.3979400086720377,3.5781806096277777,0.47712125471966244,0.3010299956639812,4209,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
19576798,-209,+,296,87,-209 + 296 =,1,7,83,1,0.3010299956639812,0.9030899869919435,1.9242792860618816,0.3010299956639812,87,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
120198066,150,*,400,60000,150 * 400 =,332,175,32,1,2.5224442335063197,2.24551266781415,1.5185139398778875,0.3010299956639812,60000,-1.0,"
	-1, -1,",False,EleutherAI/pythia-160m-deduped,0.0067
107144622,90,+,12,102,90 + 12 =,467,2917,109,2,2.670245853074124,3.4650852875574327,2.041392685158225,0.47712125471966244,102,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
126414806,384,-,285,99,384 - 285 =,82,14,167,1,1.919078092376074,1.1760912590556813,2.225309281725863,0.3010299956639812,99,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
85144689,24,*,67,1608,24 * 67 =,1436,101,2,1,3.157456768134226,2.0086001717619175,0.47712125471966244,0.3010299956639812,1608,,"
* * * * * * *",False,EleutherAI/pythia-160m-deduped,0.0067
107662865,829,-,358,471,829 - 358 =,2,11,3,1,0.47712125471966244,1.0791812460476249,0.6020599913279624,0.3010299956639812,471,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
41228984,118,+,35,153,118 + 35 =,38,443,31,2,1.591064607026499,2.6473829701146196,1.505149978319906,0.47712125471966244,153,2.0,"
2*k. Let t be",False,EleutherAI/pythia-160m-deduped,0.0067
101363294,53130,-,12650,40480,53130 - 12650 =,2,1,1,1,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.3010299956639812,40480,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
90552154,384,*,8,3072,384 * 8 =,82,6642,47,1,1.919078092376074,3.8223642524415493,1.6812412373755872,0.3010299956639812,3072,0.0,"
	0x00, 0x",False,EleutherAI/pythia-160m-deduped,0.0067
2767501,900,*,0,0,900 * 0 =,127,8250,12269,1,2.1072099696478683,3.9165065871151556,4.0888445627270045,0.3010299956639812,0,,"
%
%   %   %",False,EleutherAI/pythia-160m-deduped,0.0067
91215153,64,+,15,79,64 + 15 =,840,1810,80,4,2.924795995797912,3.2579184503140586,1.9084850188786497,0.6989700043360189,79,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
120983997,420,/,2,210,420 / 2 =,67,28880,133,1,1.8325089127062364,4.460612226534829,2.1271047983648077,0.3010299956639812,210,,"
$

A:

",False,EleutherAI/pythia-160m-deduped,0.0067
19388809,250,/,250,1,250 / 250 =,214,147,8225,1,2.3324384599156054,2.1702617153949575,3.9151887051731564,0.3010299956639812,1,,"
$

A:

",False,EleutherAI/pythia-160m-deduped,0.0067
131998870,4096,-,18,4078,4096 - 18 =,127,939,2,2,2.1072099696478683,2.9731278535996988,0.47712125471966244,0.47712125471966244,4078,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
132492643,75,+,35,110,75 + 35 =,242,443,200,3,2.385606273598312,2.6473829701146196,2.303196057420489,0.6020599913279624,110,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
123816742,40,*,153,6120,40 * 153 =,889,36,2,1,2.949390006644913,1.568201724066995,0.47712125471966244,0.3010299956639812,6120,,"
* 153 * 153 = 
",False,EleutherAI/pythia-160m-deduped,0.0067
133803034,-16,+,59,43,-16 + 59 =,93,99,176,1,1.9731278535996986,2.0,2.2479732663618064,0.3010299956639812,43,-1.0,"
-1, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
27191108,4372,-,4356,16,4372 - 4356 =,1,2,2356,1,0.3010299956639812,0.47712125471966244,3.3723595825243238,0.3010299956639812,16,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
86760835,2196,*,2,4392,2196 * 2 =,1,28880,3,1,0.3010299956639812,4.460612226534829,0.6020599913279624,0.3010299956639812,4392,2196.0,"
2196 * 2196 * 2",False,EleutherAI/pythia-160m-deduped,0.0067
41372386,150,+,40,190,150 + 40 =,332,888,76,1,2.5224442335063197,2.9489017609702137,1.8864907251724818,0.3010299956639812,190,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
68723715,2016,-,1,2015,2016 - 1 =,37,28252,17,1,1.5797835966168101,4.4510645694747835,1.255272505103306,0.3010299956639812,2015,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
93392053,500,+,600,1100,500 + 600 =,336,128,48,2,2.5276299008713385,2.110589710299249,1.6901960800285136,0.47712125471966244,1100,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
133189926,15438,*,512,7904256,15438 * 512 =,2,5885,2,2,0.47712125471966244,3.769820257763592,0.47712125471966244,0.47712125471966244,7904256,0.0,"0000000000000000
 * 512 = 0000000000000000
",False,EleutherAI/pythia-160m-deduped,0.0067
125356385,17,-,33,-16,17 - 33 =,846,272,80,1,2.9278834103307068,2.436162647040756,1.9084850188786497,0.3010299956639812,-16,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
85871997,4000,*,4,16000,4000 * 4 =,71,14623,19,1,1.8573324964312685,4.165066178389756,1.3010299956639813,0.3010299956639812,16000,,"
#define _STACK_SIZE",False,EleutherAI/pythia-160m-deduped,0.0067
67390178,2001,-,685,1316,2001 - 685 =,6,4,3,2,0.8450980400142568,0.6989700043360189,0.6020599913279624,0.47712125471966244,1316,0.0,"
-0.2, -0",False,EleutherAI/pythia-160m-deduped,0.0067
88502069,27493,-,25600,1893,27493 - 25600 =,1,1,2,1,0.3010299956639812,0.3010299956639812,0.47712125471966244,0.3010299956639812,1893,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
81258572,93,+,84,177,93 + 84 =,63,114,19,1,1.806179973983887,2.060697840353612,1.3010299956639813,0.3010299956639812,177,2.0,"
2*c - 2*c",False,EleutherAI/pythia-160m-deduped,0.0067
114438172,120,+,36,156,120 + 36 =,532,516,89,1,2.7267272090265724,2.7134905430939424,1.9542425094393248,0.3010299956639812,156,2.0,"
2*k - 2*s",False,EleutherAI/pythia-160m-deduped,0.0067
82342968,198,+,115,313,198 + 115 =,27,44,11,1,1.4471580313422192,1.6532125137753437,1.0791812460476249,0.3010299956639812,313,2.0,"
2*k - 2*s",False,EleutherAI/pythia-160m-deduped,0.0067
123375903,324,+,9,333,324 + 9 =,33,3785,41,1,1.5314789170422551,3.5781806096277777,1.6232492903979006,0.3010299956639812,333,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
20794037,7875,/,15,525,7875 / 15 =,2,1810,13,1,0.47712125471966244,3.2579184503140586,1.146128035678238,0.3010299956639812,525,,"
$

A:

",False,EleutherAI/pythia-160m-deduped,0.0067
77440349,93622,+,2476,96098,93622 + 2476 =,1,2,1,1,0.3010299956639812,0.47712125471966244,0.3010299956639812,0.3010299956639812,96098,0.0,"
-0.01, -0",False,EleutherAI/pythia-160m-deduped,0.0067
101990382,60,-,12,48,60 - 12 =,1269,2917,743,9,3.103803720955957,3.4650852875574327,2.8715729355458786,1.0,48,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
130211251,48,-,31,17,48 - 31 =,489,303,736,1,2.690196080028514,2.482873583608754,2.8674674878590514,0.3010299956639812,17,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
52576890,51,+,60,111,51 + 60 =,169,1042,121,1,2.230448921378274,3.018284308426531,2.0863598306747484,0.3010299956639812,111,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
39204158,0,*,33554432,0,0 * 33554432 =,9343,3,12269,1,3.9705328297683242,0.6020599913279624,4.0888445627270045,0.3010299956639812,0,0.0,"
	0x0 * 3355",True,EleutherAI/pythia-160m-deduped,0.0067
96789468,23,-,31,-8,23 - 31 =,494,303,288,1,2.694605198933569,2.482873583608754,2.4608978427565478,0.3010299956639812,-8,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
120021182,105,+,105,210,105 + 105 =,98,67,133,1,1.99563519459755,1.8325089127062364,2.1271047983648077,0.3010299956639812,210,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
121965561,14,*,24,336,14 * 24 =,1160,1119,52,3,3.064832219738574,3.0492180226701815,1.7242758696007892,0.6020599913279624,336,,"
* 24 = * 24 = *",False,EleutherAI/pythia-160m-deduped,0.0067
87735252,96,*,3,288,96 * 3 =,278,18022,86,2,2.4456042032735974,4.2558270827032345,1.9395192526186185,0.47712125471966244,288,,"
*
*
*
*",False,EleutherAI/pythia-160m-deduped,0.0067
36461872,32768,-,23,32745,32768 - 23 =,51,466,1,1,1.7160033436347992,2.6693168805661123,0.3010299956639812,0.3010299956639812,32745,0.0,"
-0.0000001
-",False,EleutherAI/pythia-160m-deduped,0.0067
119385030,30240,/,4,7560,30240 / 4 =,2,14623,5,1,0.47712125471966244,4.165066178389756,0.7781512503836436,0.3010299956639812,7560,,"
$

A:

",False,EleutherAI/pythia-160m-deduped,0.0067
77029104,2640,-,1952,688,2640 - 1952 =,12,4,8,3,1.1139433523068367,0.6989700043360189,0.9542425094393249,0.6020599913279624,688,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
83244896,60000,+,32000,92000,60000 + 32000 =,39,4,1,1,1.6020599913279625,0.6989700043360189,0.3010299956639812,0.3010299956639812,92000,2.0,"
2, -0.5,",False,EleutherAI/pythia-160m-deduped,0.0067
56128232,197,-,117,80,197 - 117 =,13,22,632,1,1.146128035678238,1.3617278360175928,2.801403710017355,0.3010299956639812,80,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
125691928,171,-,8,163,171 - 8 =,32,6642,18,1,1.5185139398778875,3.8223642524415493,1.2787536009528289,0.3010299956639812,163,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
118365503,522,-,533,-11,522 - 533 =,5,5,140,1,0.7781512503836436,0.7781512503836436,2.1492191126553797,0.3010299956639812,-11,-2.0,"
-2, -3, -",False,EleutherAI/pythia-160m-deduped,0.0067
131561957,500000,/,50,10000,500000 / 50 =,15,1149,197,1,1.2041199826559248,3.060697840353612,2.296665190261531,0.3010299956639812,10000,,"
$

A:

",False,EleutherAI/pythia-160m-deduped,0.0067
79069038,304,-,299,5,304 - 299 =,15,11,8658,1,1.2041199826559248,1.0791812460476249,3.9374677396433775,0.3010299956639812,5,-2.0,"
-2, -2 = -",False,EleutherAI/pythia-160m-deduped,0.0067
102308583,68,+,77,145,68 + 77 =,138,67,59,1,2.143014800254095,1.8325089127062364,1.7781512503836436,0.3010299956639812,145,2.0,"
2*k - 2*c",False,EleutherAI/pythia-160m-deduped,0.0067
77664278,1520,-,940,580,1520 - 940 =,4,5,13,1,0.6989700043360189,0.7781512503836436,1.146128035678238,0.3010299956639812,580,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
131715397,993,*,913,906609,993 * 913 =,7,5,8,5,0.9030899869919435,0.7781512503836436,0.9542425094393249,0.7781512503836436,906609,,"
[0]
[1]",False,EleutherAI/pythia-160m-deduped,0.0067
92744982,743,-,175,568,743 - 175 =,1,24,9,1,0.3010299956639812,1.3979400086720377,1.0,0.3010299956639812,568,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
78236063,1000000000,/,1000000000,1,1000000000 / 1000000000 =,3,7,8225,1,0.6020599913279624,0.9030899869919435,3.9151887051731564,0.3010299956639812,1,,"
$
$
$
$",False,EleutherAI/pythia-160m-deduped,0.0067
130688900,91,-,80,11,91 - 80 =,101,366,2056,1,2.0086001717619175,2.5646660642520893,3.313234291694724,0.3010299956639812,11,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
52715522,317,-,9,308,317 - 9 =,17,3785,16,1,1.255272505103306,3.5781806096277777,1.2304489213782739,0.3010299956639812,308,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
45957647,630,+,210,840,630 + 210 =,15,55,41,1,1.2041199826559248,1.7481880270062005,1.6232492903979006,0.3010299956639812,840,2.0,"
2, -2, -2",False,EleutherAI/pythia-160m-deduped,0.0067
111158643,33,-,15,18,33 - 15 =,295,1810,1433,3,2.4712917110589387,3.2579184503140586,3.1565491513317814,0.6020599913279624,18,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
57980012,2015,-,1150,865,2015 - 1150 =,24,4,5,1,1.3979400086720377,0.6989700043360189,0.7781512503836436,0.3010299956639812,865,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
121720110,38,+,19,57,38 + 19 =,234,621,165,2,2.3710678622717363,2.7937903846908188,2.220108088040055,0.47712125471966244,57,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
11692424,1454256000,/,1000,1454256,1454256000 / 1000 =,1,393,1,1,0.3010299956639812,2.595496221825574,0.3010299956639812,0.3010299956639812,1454256,,"
#
#
#
#",False,EleutherAI/pythia-160m-deduped,0.0067
15955187,143490,+,168750,312240,143490 + 168750 =,1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,312240,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
133698037,4,+,2004,2008,4 + 2004 =,11121,4,13,2,4.046182890740882,0.6989700043360189,1.146128035678238,0.47712125471966244,2008,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
22847897,103,/,103,1,103 / 103 =,48,36,8225,1,1.6901960800285136,1.568201724066995,3.9151887051731564,0.3010299956639812,1,,"
//  0x0
//",False,EleutherAI/pythia-160m-deduped,0.0067
58502901,26,-,93,-67,26 - 93 =,488,60,8,1,2.6893088591236203,1.7853298350107671,0.9542425094393249,0.3010299956639812,-67,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
92178214,181,+,1,182,181 + 1 =,18,28252,40,1,1.2787536009528289,4.4510645694747835,1.6127838567197355,0.3010299956639812,182,2.0,"
2*a. Let s(",False,EleutherAI/pythia-160m-deduped,0.0067
14428087,2265,-,175,2090,2265 - 175 =,1,24,1,1,0.3010299956639812,1.3979400086720377,0.3010299956639812,0.3010299956639812,2090,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
118935987,55,-,48,7,55 - 48 =,242,476,5056,8,2.385606273598312,2.678518379040114,3.7038929536325447,0.9542425094393249,7,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
54054241,262144,-,2,262142,262144 - 2 =,11,28880,1,1,1.0791812460476249,4.460612226534829,0.3010299956639812,0.3010299956639812,262142,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
109887056,66,-,63,3,66 - 63 =,151,153,10255,3,2.1818435879447726,2.187520720836463,4.010978012174742,0.6020599913279624,3,-2.0,"
-2*a. Let t",False,EleutherAI/pythia-160m-deduped,0.0067
64807859,57,-,31,26,57 - 31 =,154,303,531,2,2.1903316981702914,2.482873583608754,2.7259116322950483,0.47712125471966244,26,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
93622232,462,-,42,420,462 - 42 =,11,259,86,1,1.0791812460476249,2.4149733479708178,1.9395192526186185,0.3010299956639812,420,-2.0,"
-2, -1, -",False,EleutherAI/pythia-160m-deduped,0.0067
4687981,-4,*,2,-8,-4 * 2 =,953,28880,288,1,2.979548374704095,4.460612226534829,2.4608978427565478,0.3010299956639812,-8,,"
* * * * * * *",False,EleutherAI/pythia-160m-deduped,0.0067
113053560,68,*,1,68,68 * 1 =,138,28252,142,1,2.143014800254095,4.4510645694747835,2.155336037465062,0.3010299956639812,68,,"
* 	1 * 1 *",False,EleutherAI/pythia-160m-deduped,0.0067
74801779,16,*,480,7680,16 * 480 =,2175,90,13,1,3.3376588910261424,1.9590413923210936,1.146128035678238,0.3010299956639812,7680,,"
* 480 = 
* 480",False,EleutherAI/pythia-160m-deduped,0.0067
112036934,8,*,21,168,8 * 21 =,5236,758,134,5,3.719082573901486,2.88024177589548,2.130333768495006,0.7781512503836436,168,,"
	* 21 = 	*",False,EleutherAI/pythia-160m-deduped,0.0067
97951596,301,*,201,60501,301 * 201 =,14,18,1,1,1.1760912590556813,1.2787536009528289,0.3010299956639812,0.3010299956639812,60501,,"
	* (1 + (1",False,EleutherAI/pythia-160m-deduped,0.0067
110231664,-72,-,98,-170,-72 - 98 =,10,99,2,1,1.041392685158225,2.0,0.47712125471966244,0.3010299956639812,-170,-2.0,"
-2, -2, -",False,EleutherAI/pythia-160m-deduped,0.0067
103328094,5903128,/,4,1475782,5903128 / 4 =,1,14623,1,1,0.3010299956639812,4.165066178389756,0.3010299956639812,0.3010299956639812,1475782,,"
#define _GNU_SOURCE
",False,EleutherAI/pythia-160m-deduped,0.0067
13419232,92,-,26,66,92 - 26 =,87,438,183,1,1.9444826721501687,2.6424645202421213,2.2648178230095364,0.3010299956639812,66,,"
$$
$$
$$
$$",False,EleutherAI/pythia-160m-deduped,0.0067
129204001,208,/,2,104,208 / 2 =,33,28880,122,3,1.5314789170422551,4.460612226534829,2.089905111439398,0.6020599913279624,104,,"
$

A:

",False,EleutherAI/pythia-160m-deduped,0.0067
