row_index,a,op,b,c,prompt,freq_a,freq_b,freq_c,freq_prompt,log_freq_a,log_freq_b,log_freq_c,log_freq_prompt,target,target_text,target_num_tokens,target_logprob,avg_target_logprob,model,mean_logprob_per_example,mean_logprob_per_token
6507401,677,*,677,458329,677 * 677 =,6,5,1,1,0.8450980400142568,0.7781512503836436,0.3010299956639812,0.3010299956639812,458329,458329,2,-19.296875,-9.6484375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
23616660,110,*,12,1320,110 * 12 =,146,2917,13,1,2.167317334748176,3.4650852875574327,1.146128035678238,0.3010299956639812,1320,1320,2,-13.5546875,-6.77734375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
65072014,1015,+,302,1317,1015 + 302 =,2,8,1,1,0.47712125471966244,0.9542425094393249,0.3010299956639812,0.3010299956639812,1317,1317,2,-14.03125,-7.015625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
65239093,-159,+,162,3,-159 + 162 =,8,27,10255,2,0.9542425094393249,1.4471580313422192,4.010978012174742,0.47712125471966244,3,3,1,-6.6171875,-6.6171875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
120570015,-38,-,48,-86,-38 - 48 =,26,476,2,1,1.4313637641589874,2.678518379040114,0.47712125471966244,0.3010299956639812,-86,-86,2,-12.2265625,-6.11328125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
99286988,125000,+,1234,126234,125000 + 1234 =,5,15,1,1,0.7781512503836436,1.2041199826559248,0.3010299956639812,0.3010299956639812,126234,126234,2,-17.34375,-8.671875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
52637113,919,-,255,664,919 - 255 =,1,140,7,1,0.3010299956639812,2.1492191126553797,0.9030899869919435,0.3010299956639812,664,664,2,-11.375,-5.6875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
12790930,1749,-,1713,36,1749 - 1713 =,2,3,1048,2,0.47712125471966244,0.6020599913279624,3.020775488193558,0.47712125471966244,36,36,1,-7.703125,-7.703125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
102798558,63,-,63,0,63 - 63 =,201,153,12269,2,2.305351369446624,2.187520720836463,4.0888445627270045,0.47712125471966244,0,0,1,-4.00390625,-4.00390625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
88645451,514000,-,123642,390358,514000 - 123642 =,1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,390358,390358,3,-19.828125,-6.609375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
117514664,-2,-,9,-11,-2 - 9 =,1572,3785,140,4,3.196728722623287,3.5781806096277777,2.1492191126553797,0.6989700043360189,-11,-11,2,-11.578125,-5.7890625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
91939670,549,+,170,719,549 + 170 =,5,52,4,1,0.7781512503836436,1.7242758696007892,0.6989700043360189,0.3010299956639812,719,719,2,-12.9609375,-6.48046875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
63877590,54,-,0,54,54 - 0 =,240,8250,348,1,2.3820170425748683,3.9165065871151556,2.5428254269591797,0.3010299956639812,54,54,1,-7.82421875,-7.82421875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
111148310,59,-,24,35,59 - 24 =,85,1119,529,2,1.9344984512435677,3.0492180226701815,2.724275869600789,0.47712125471966244,35,35,1,-7.51171875,-7.51171875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
64479106,158,-,48,110,158 - 48 =,33,476,200,1,1.5314789170422551,2.678518379040114,2.303196057420489,0.3010299956639812,110,110,1,-7.73046875,-7.73046875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
127698529,50,+,17,67,50 + 17 =,1013,917,91,2,3.0060379549973173,2.9628426812012423,1.9637878273455553,0.47712125471966244,67,67,1,-9.0703125,-9.0703125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
47026498,1917,+,100,2017,1917 + 100 =,5,1776,33,1,0.7781512503836436,3.2496874278053016,1.5314789170422551,0.3010299956639812,2017,2017,1,-9.109375,-9.109375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
124957450,5184,/,1728,3,5184 / 1728 =,6,15,10255,1,0.8450980400142568,1.2041199826559248,4.010978012174742,0.3010299956639812,3,3,1,-6.84765625,-6.84765625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
39082699,500,+,19000,19500,500 + 19000 =,336,2,4,1,2.5276299008713385,0.47712125471966244,0.6989700043360189,0.3010299956639812,19500,19500,2,-11.5078125,-5.75390625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
133791079,7,*,60,420,7 * 60 =,4442,1042,86,7,3.6476763132408707,3.018284308426531,1.9395192526186185,0.9030899869919435,420,420,1,-9.359375,-9.359375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
60482615,24,*,31,744,24 * 31 =,1436,303,12,1,3.157456768134226,2.482873583608754,1.1139433523068367,0.3010299956639812,744,744,1,-9.0078125,-9.0078125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
34719085,330,/,3,110,330 / 3 =,26,18022,200,2,1.4313637641589874,4.2558270827032345,2.303196057420489,0.47712125471966244,110,110,1,-9.40625,-9.40625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
117869565,65,-,64,1,65 - 64 =,230,602,8225,6,2.3636119798921444,2.780317312140151,3.9151887051731564,0.8450980400142568,1,1,1,-4.44921875,-4.44921875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
125113530,1,+,36,37,1 + 36 =,25718,516,250,7,4.410254078446397,2.7134905430939424,2.399673721481038,0.9030899869919435,37,37,1,-9.6171875,-9.6171875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
116663466,600,*,15,9000,600 * 15 =,209,1810,36,1,2.322219294733919,3.2579184503140586,1.568201724066995,0.3010299956639812,9000,9000,2,-10.015625,-5.0078125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
130645654,-618,+,662,44,-618 + 662 =,1,4,276,1,0.3010299956639812,0.6989700043360189,2.4424797690644486,0.3010299956639812,44,44,1,-9.4375,-9.4375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
39559468,-109,-,101,-210,-109 - 101 =,5,100,3,1,0.7781512503836436,2.0043213737826426,0.6020599913279624,0.3010299956639812,-210,-210,2,-14.578125,-7.2890625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
29317005,14,*,37,518,14 * 37 =,1160,209,7,1,3.064832219738574,2.322219294733919,0.9030899869919435,0.3010299956639812,518,518,1,-11.0546875,-11.0546875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
14345533,5500,*,1,5500,5500 * 1 =,7,28252,12,1,0.9030899869919435,4.4510645694747835,1.1139433523068367,0.3010299956639812,5500,5500,2,-9.9375,-4.96875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
100461339,224,-,84,140,224 - 84 =,58,114,165,1,1.7708520116421442,2.060697840353612,2.220108088040055,0.3010299956639812,140,140,1,-7.58984375,-7.58984375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
94517322,12345679,*,2,24691358,12345679 * 2 =,46,28880,1,1,1.6720978579357175,4.460612226534829,0.3010299956639812,0.3010299956639812,24691358,24691358,4,-24.84375,-6.2109375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
54134511,22,+,56,78,22 + 56 =,541,211,137,1,2.733999286538387,2.3263358609287517,2.1398790864012365,0.3010299956639812,78,78,1,-8.625,-8.625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
120716760,20000,/,100,200,20000 / 100 =,82,1776,464,6,1.919078092376074,3.2496874278053016,2.667452952889954,0.8450980400142568,200,200,1,-8.8828125,-8.8828125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
97355279,16,+,127,143,16 + 127 =,2175,177,70,2,3.3376588910261424,2.250420002308894,1.8512583487190752,0.47712125471966244,143,143,1,-8.7734375,-8.7734375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
101700504,100,*,42,4200,100 * 42 =,1781,259,20,1,3.250907699700856,2.4149733479708178,1.3222192947339193,0.3010299956639812,4200,4200,2,-12.8125,-6.40625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
2776922,125,+,110,235,125 + 110 =,106,82,38,1,2.0293837776852097,1.919078092376074,1.591064607026499,0.3010299956639812,235,235,1,-8.40625,-8.40625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
124643141,923521,-,921600,1921,923521 - 921600 =,1,2,2,1,0.3010299956639812,0.47712125471966244,0.47712125471966244,0.3010299956639812,1921,1921,2,-12.984375,-6.4921875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
63220407,204,+,3,207,204 + 3 =,22,18022,21,1,1.3617278360175928,4.2558270827032345,1.3424226808222062,0.3010299956639812,207,207,1,-8.46875,-8.46875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
18242310,472613,+,359937,832550,472613 + 359937 =,1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,832550,832550,3,-19.78125,-6.59375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
100642479,4337,+,1232,5569,4337 + 1232 =,1,5,1,1,0.3010299956639812,0.7781512503836436,0.3010299956639812,0.3010299956639812,5569,5569,2,-14.390625,-7.1953125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
95256643,-65,+,71,6,-65 + 71 =,14,73,6580,1,1.1760912590556813,1.8692317197309762,3.818291890799996,0.3010299956639812,6,6,1,-7.71875,-7.71875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
116692992,19,+,17,36,19 + 17 =,640,917,1048,10,2.8068580295188172,2.9628426812012423,3.020775488193558,1.041392685158225,36,36,1,-9.0078125,-9.0078125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
120103564,4654726,/,2,2327363,4654726 / 2 =,1,28880,1,1,0.3010299956639812,4.460612226534829,0.3010299956639812,0.3010299956639812,2327363,2327363,3,-22.28125,-7.42578125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
120115462,1088,/,17,64,1088 / 17 =,3,917,810,3,0.6020599913279624,2.9628426812012423,2.909020854211156,0.6020599913279624,64,64,1,-9.5703125,-9.5703125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
42156521,343,+,343,686,343 + 343 =,17,17,4,1,1.255272505103306,1.255272505103306,0.6989700043360189,0.3010299956639812,686,686,1,-10.6640625,-10.6640625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
127041330,73,+,84,157,73 + 84 =,76,114,13,1,1.8864907251724818,2.060697840353612,1.146128035678238,0.3010299956639812,157,157,1,-9.5078125,-9.5078125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
91659870,40,*,7,280,40 * 7 =,889,5566,62,1,2.949390006644913,3.7456212213069384,1.7993405494535817,0.3010299956639812,280,280,1,-10.328125,-10.328125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
117131456,14300,+,3575,17875,14300 + 3575 =,1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,17875,17875,2,-15.046875,-7.5234375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
106876934,23,-,10,13,23 - 10 =,494,4789,1467,10,2.694605198933569,3.680335513414563,3.166726055580052,1.041392685158225,13,13,1,-6.9140625,-6.9140625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
114704012,10,*,1200,12000,10 * 1200 =,4589,60,30,3,3.661812685537261,1.7853298350107671,1.4913616938342726,0.6020599913279624,12000,12000,2,-11.296875,-5.6484375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
55870200,-38,+,44,6,-38 + 44 =,26,173,6580,2,1.4313637641589874,2.2405492482825995,3.818291890799996,0.47712125471966244,6,6,1,-6.671875,-6.671875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
107785574,108,*,28,3024,108 * 28 =,105,583,11,1,2.0253058652647704,2.7664128471123997,1.0791812460476249,0.3010299956639812,3024,3024,2,-17.25,-8.625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
119184556,360,*,84,30240,360 * 84 =,405,114,3,1,2.6085260335771943,2.060697840353612,0.6020599913279624,0.3010299956639812,30240,30240,2,-17.171875,-8.5859375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
76432823,10,+,255,265,10 + 255 =,4589,140,13,1,3.661812685537261,2.1492191126553797,1.146128035678238,0.3010299956639812,265,265,1,-7.58984375,-7.58984375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
103047489,666,-,642,24,666 - 642 =,41,5,1631,1,1.6232492903979006,0.7781512503836436,3.2127201544178425,0.3010299956639812,24,24,1,-7.625,-7.625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
3950367,13,-,30,-17,13 - 30 =,1299,1340,64,1,3.113943352306837,3.127428777851599,1.8129133566428555,0.3010299956639812,-17,-17,2,-13.140625,-6.5703125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
19426463,5,*,252,1260,5 * 252 =,8401,28,23,1,3.924382677201973,1.462397997898956,1.380211241711606,0.3010299956639812,1260,1260,2,-13.96875,-6.984375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
45985141,68,+,70,138,68 + 70 =,138,295,34,1,2.143014800254095,2.4712917110589387,1.5440680443502757,0.3010299956639812,138,138,1,-9.0859375,-9.0859375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
52274076,2000,*,8,16000,2000 * 8 =,229,6642,19,3,2.361727836017593,3.8223642524415493,1.3010299956639813,0.6020599913279624,16000,16000,2,-15.4453125,-7.72265625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
28017787,44100,*,3,132300,44100 * 3 =,26,18022,1,1,1.4313637641589874,4.2558270827032345,0.3010299956639812,0.3010299956639812,132300,132300,3,-19.421875,-6.4765625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
8601701,1024,*,43,44032,1024 * 43 =,273,168,1,1,2.437750562820388,2.2278867046136734,0.3010299956639812,0.3010299956639812,44032,44032,2,-13.90625,-6.953125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
131615578,55,+,50,105,55 + 50 =,242,1149,185,3,2.385606273598312,3.060697840353612,2.2695129442179165,0.6020599913279624,105,105,1,-9.21875,-9.21875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
98159020,780,-,1,779,780 - 1 =,9,28252,2,1,1.0,4.4510645694747835,0.47712125471966244,0.3010299956639812,779,779,1,-8.015625,-8.015625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
117686533,54,+,4,58,54 + 4 =,240,14623,153,3,2.3820170425748683,4.165066178389756,2.187520720836463,0.6020599913279624,58,58,1,-10.6015625,-10.6015625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
9812995,30723,-,30455,268,30723 - 30455 =,1,1,12,1,0.3010299956639812,0.3010299956639812,1.1139433523068367,0.3010299956639812,268,268,1,-8.515625,-8.515625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
97742791,71,-,6,65,71 - 6 =,90,7366,251,1,1.9590413923210936,3.867290669854884,2.401400540781544,0.3010299956639812,65,65,1,-9.359375,-9.359375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
87431680,-196,+,224,28,-196 + 224 =,5,37,667,2,0.7781512503836436,1.5797835966168101,2.824776462475546,0.47712125471966244,28,28,1,-8.5625,-8.5625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
64301889,30,*,90,2700,30 * 90 =,1370,306,25,1,3.1370374547895126,2.4871383754771865,1.414973347970818,0.3010299956639812,2700,2700,2,-12.2421875,-6.12109375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
17732845,135,-,243,-108,135 - 243 =,77,18,4,1,1.8920946026904804,1.2787536009528289,0.6989700043360189,0.3010299956639812,-108,-108,2,-13.5625,-6.78125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
68657172,153433465,+,1083340658,1236774123,153433465 + 1083340658 =,2,2,2,2,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,1236774123,1236774123,4,-30.40625,-7.6015625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
48751522,72,*,90,6480,72 * 90 =,418,306,5,2,2.622214022966295,2.4871383754771865,0.7781512503836436,0.47712125471966244,6480,6480,2,-14.5078125,-7.25390625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
132125947,13,*,3,39,13 * 3 =,1299,18022,226,20,3.113943352306837,4.2558270827032345,2.3560258571931225,1.3222192947339193,39,39,1,-8.59375,-8.59375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
86760835,637,*,8,5096,637 * 8 =,7,6642,2,1,0.9030899869919435,3.8223642524415493,0.47712125471966244,0.3010299956639812,5096,5096,2,-15.890625,-7.9453125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
68394076,269,-,113,156,269 - 113 =,13,45,89,1,1.146128035678238,1.662757831681574,1.9542425094393248,0.3010299956639812,156,156,1,-9.3203125,-9.3203125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
24489064,135,+,137,272,135 + 137 =,77,45,28,1,1.8920946026904804,1.662757831681574,1.462397997898956,0.3010299956639812,272,272,1,-11.5,-11.5,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
86986586,4608,*,3456,15925248,4608 * 3456 =,10,15,3,3,1.041392685158225,1.2041199826559248,0.6020599913279624,0.6020599913279624,15925248,15925248,3,-25.21875,-8.40625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
42238384,528,/,24,22,528 / 24 =,23,1119,585,2,1.380211241711606,3.0492180226701815,2.767897616018091,0.47712125471966244,22,22,1,-10.796875,-10.796875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
50688728,900,-,160,740,900 - 160 =,127,109,9,1,2.1072099696478683,2.041392685158225,1.0,0.3010299956639812,740,740,1,-8.671875,-8.671875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
52955345,7500,/,150,50,7500 / 150 =,17,243,888,1,1.255272505103306,2.3873898263387296,2.9489017609702137,0.3010299956639812,50,50,1,-9.1171875,-9.1171875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
45337921,12300,-,11979,321,12300 - 11979 =,2,2,8,1,0.47712125471966244,0.47712125471966244,0.9542425094393249,0.3010299956639812,321,321,1,-7.87109375,-7.87109375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
130424028,5,*,100000,500000,5 * 100000 =,8401,38,9,1,3.924382677201973,1.591064607026499,1.0,0.3010299956639812,500000,500000,2,-13.453125,-6.7265625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
95554541,57,-,35,22,57 - 35 =,154,443,585,3,2.1903316981702914,2.6473829701146196,2.767897616018091,0.6020599913279624,22,22,1,-8.0625,-8.0625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
67093304,168,+,2304,2472,168 + 2304 =,71,3,1,1,1.8573324964312685,0.6020599913279624,0.3010299956639812,0.3010299956639812,2472,2472,2,-12.515625,-6.2578125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
6311460,25,+,175,200,25 + 175 =,1027,24,464,1,3.011993114659257,1.3979400086720377,2.667452952889954,0.3010299956639812,200,200,1,-8.5546875,-8.5546875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
46735339,1764,/,36,49,1764 / 36 =,4,516,312,1,0.6989700043360189,2.7134905430939424,2.4955443375464483,0.3010299956639812,49,49,1,-8.0859375,-8.0859375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
81649217,240,+,16,256,240 + 16 =,205,2263,361,1,2.3138672203691533,3.354876422516234,2.558708570533166,0.3010299956639812,256,256,1,-9.75,-9.75,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
105447619,7,+,62,69,7 + 62 =,4442,101,114,8,3.6476763132408707,2.0086001717619175,2.060697840353612,0.9542425094393249,69,69,1,-7.5234375,-7.5234375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
115957729,14,-,18,-4,14 - 18 =,1160,939,2724,8,3.064832219738574,2.9731278535996988,3.4353665066126613,0.9542425094393249,-4,-4,2,-11.9375,-5.96875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
124448457,73,+,85,158,73 + 85 =,76,105,24,1,1.8864907251724818,2.0253058652647704,1.3979400086720377,0.3010299956639812,158,158,1,-9.640625,-9.640625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
94261143,3,*,19,57,3 * 19 =,14276,621,165,5,4.15463695951842,2.7937903846908188,2.220108088040055,0.7781512503836436,57,57,1,-10.4375,-10.4375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
129424055,1030,-,1000,30,1030 - 1000 =,4,393,1270,1,0.6989700043360189,2.595496221825574,3.104145550554008,0.3010299956639812,30,30,1,-6.39453125,-6.39453125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
75584380,735,*,512,376320,735 * 512 =,9,5885,2,2,1.0,3.769820257763592,0.47712125471966244,0.47712125471966244,376320,376320,3,-20.0,-6.66796875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
8547252,95,*,21,1995,95 * 21 =,103,758,6,1,2.0170333392987803,2.88024177589548,0.8450980400142568,0.3010299956639812,1995,1995,1,-9.546875,-9.546875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
47087201,850,-,525,325,850 - 525 =,18,11,26,1,1.2787536009528289,1.0791812460476249,1.4313637641589874,0.3010299956639812,325,325,1,-8.3984375,-8.3984375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
111017199,1,+,26,27,1 + 26 =,25718,438,631,5,4.410254078446397,2.6424645202421213,2.800717078282385,0.7781512503836436,27,27,1,-8.703125,-8.703125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
123484898,123,-,30,93,123 - 30 =,137,1340,59,1,2.1398790864012365,3.127428777851599,1.7781512503836436,0.3010299956639812,93,93,1,-8.3828125,-8.3828125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
132620610,2000,/,8,250,2000 / 8 =,229,6642,189,5,2.361727836017593,3.8223642524415493,2.278753600952829,0.7781512503836436,250,250,1,-10.484375,-10.484375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
115663444,10,*,2048,20480,10 * 2048 =,4589,71,4,1,3.661812685537261,1.8573324964312685,0.6989700043360189,0.3010299956639812,20480,20480,2,-15.65625,-7.828125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
118653672,82,-,50,32,82 - 50 =,74,1149,1106,2,1.8750612633917,3.060697840353612,3.044147620878723,0.47712125471966244,32,32,1,-8.0703125,-8.0703125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
125264082,64,+,73,137,64 + 73 =,840,77,37,2,2.924795995797912,1.8920946026904804,1.5797835966168101,0.47712125471966244,137,137,1,-8.75,-8.75,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
116910868,500,*,10,5000,500 * 10 =,336,4789,99,2,2.5276299008713385,3.680335513414563,2.0,0.47712125471966244,5000,5000,1,-8.578125,-8.578125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
65103651,45,*,89,4005,45 * 89 =,554,81,1,1,2.7442929831226763,1.9138138523837167,0.3010299956639812,0.3010299956639812,4005,4005,2,-15.71875,-7.859375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
80687920,36,+,21,57,36 + 21 =,686,758,165,1,2.8369567370595505,2.88024177589548,2.220108088040055,0.3010299956639812,57,57,1,-8.515625,-8.515625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
56162741,10600,-,10001,599,10600 - 10001 =,2,2,4,1,0.47712125471966244,0.47712125471966244,0.6989700043360189,0.3010299956639812,599,599,1,-8.9453125,-8.9453125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
52147110,889,/,7,127,889 / 7 =,3,5566,57,1,0.6020599913279624,3.7456212213069384,1.7634279935629373,0.3010299956639812,127,127,1,-7.8984375,-7.8984375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
77554706,693,+,912,1605,693 + 912 =,7,3,2,1,0.9030899869919435,0.6020599913279624,0.47712125471966244,0.3010299956639812,1605,1605,2,-14.46875,-7.234375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
27249084,1147797065081426760,/,8,143474633135178345,1147797065081426760 / 8 =,30,6642,2,2,1.4913616938342726,3.8223642524415493,0.47712125471966244,0.47712125471966244,143474633135178345,143474633135178345,7,-51.34375,-7.3359375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
86752380,120,*,15,1800,120 * 15 =,532,1810,96,1,2.7267272090265724,3.2579184503140586,1.9867717342662448,0.3010299956639812,1800,1800,1,-10.734375,-10.734375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
115311904,2124,/,3,708,2124 / 3 =,1,18022,3,1,0.3010299956639812,4.2558270827032345,0.6020599913279624,0.3010299956639812,708,708,1,-12.2109375,-12.2109375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
90800504,845,-,845,0,845 - 845 =,1,2,12269,1,0.3010299956639812,0.47712125471966244,4.0888445627270045,0.3010299956639812,0,0,1,-4.7265625,-4.7265625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
14046554,105,+,287,392,105 + 287 =,98,5,17,1,1.99563519459755,0.7781512503836436,1.255272505103306,0.3010299956639812,392,392,1,-11.5078125,-11.5078125,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
95402639,321,+,1,322,321 + 1 =,20,28252,12,1,1.3222192947339193,4.4510645694747835,1.1139433523068367,0.3010299956639812,322,322,1,-8.90625,-8.90625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
83804848,130,+,80,210,130 + 80 =,107,366,133,2,2.03342375548695,2.5646660642520893,2.1271047983648077,0.47712125471966244,210,210,1,-9.171875,-9.171875,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
79368361,12,*,365,4380,12 * 365 =,3017,100,3,1,3.479719235439571,2.0043213737826426,0.6020599913279624,0.3010299956639812,4380,4380,2,-14.671875,-7.3359375,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
71434105,67600,/,4,16900,67600 / 4 =,1,14623,3,1,0.3010299956639812,4.165066178389756,0.6020599913279624,0.3010299956639812,16900,16900,2,-17.03125,-8.515625,EleutherAI/pythia-70m-deduped,-11.35965703125,-7.47345857319079
